signup_id,timeslot_date,credit_status,experiment_name,signup_date,link_click_date
1038,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/18/2022 6:18:19 PM,
1040,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/18/2022 6:45:33 PM,
1042,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/18/2022 7:44:14 PM,
1046,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/19/2022 9:21:28 AM,
1048,06/07/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/19/2022 9:28:41 AM,
1212,06/07/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/23/2022 4:39:18 PM,
1220,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/23/2022 6:20:25 PM,
1224,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/23/2022 6:23:41 PM,
1231,06/07/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/23/2022 8:24:33 PM,
1253,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/24/2022 3:13:28 PM,
1262,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/24/2022 4:44:47 PM,
1264,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/24/2022 4:44:53 PM,
1289,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/26/2022 6:45:43 PM,
1344,06/07/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 12:39,
1347,06/06/2022 11:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 12:41,
1390,06/07/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 14:06,
1403,06/06/2022 11:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 15:24,
1405,06/06/2022 11:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 16:09,
1408,06/06/2022 11:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 18:07,
1412,06/06/2022 11:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/01/2022 18:41,
1420,06/07/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/03/2022 14:58,
1428,06/08/2022 11:50,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/08/2022 6:52,
1476,6/14/2022 11:00:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/08/2022 18:26,
1497,6/14/2022 11:00:00 AM,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,06/09/2022 9:12,
1031,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/18/2022 5:43:28 PM,
1035,06/06/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/18/2022 5:47:25 PM,
1037,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/18/2022 6:12:07 PM,
1041,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/18/2022 6:45:33 PM,
1043,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/18/2022 7:44:14 PM,
1047,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/19/2022 9:21:28 AM,
1049,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/19/2022 9:28:41 AM,
1213,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/23/2022 4:39:18 PM,
1221,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/23/2022 6:20:25 PM,
1225,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/23/2022 6:23:41 PM,
1254,06/06/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/24/2022 3:13:28 PM,
1263,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/24/2022 4:44:47 PM,
1265,06/06/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/24/2022 4:44:53 PM,
1290,06/06/2022 10:30,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,5/26/2022 6:45:43 PM,
1348,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,06/01/2022 12:41,
1409,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,06/01/2022 18:07,
1429,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,06/08/2022 6:52,
1564,6/14/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,6/14/2022 9:38:48 AM,
1585,6/22/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 2,6/14/2022 10:52:08 AM,
973,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 3:30:17 PM,
974,5/20/2022 3:30:00 PM,N,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 3:39:03 PM,
978,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 3:50:15 PM,
980,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 3:52:14 PM,
985,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 4:09:59 PM,
990,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 4:24:41 PM,
993,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 5:04:06 PM,
994,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 5:15:28 PM,
996,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 6:12:41 PM,
997,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 6:13:05 PM,
998,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 6:20:15 PM,
999,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 7:12:13 PM,
1001,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 9:10:34 PM,
1002,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 11:58:51 PM,
1003,06/01/2022 13:30,N,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 11:59:35 PM,
1008,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 9:26:37 AM,
1009,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 9:33:48 AM,
1010,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 10:59:11 AM,
1015,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 12:55:01 PM,
1018,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 2:49:42 PM,
1059,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/19/2022 6:07:59 PM,
1069,5/20/2022 3:30:00 PM,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/19/2022 11:19:29 PM,
1279,06/01/2022 13:30,G,ENGLISH MONOLINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/25/2022 9:15:24 AM,
976,5/20/2022 1:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 3:42:30 PM,
1000,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/16/2022 7:43:22 PM,
1013,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 12:26:38 PM,
1017,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 1:59:33 PM,
1020,5/20/2022 1:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 8:44:10 PM,
1023,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/17/2022 11:24:15 PM,
1025,06/08/2022 13:00,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/18/2022 2:57:09 PM,
1051,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/19/2022 9:59:02 AM,
1057,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/19/2022 5:56:38 PM,
1073,5/30/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/20/2022 9:38:45 AM,
1180,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/21/2022 9:39:54 AM,
1214,5/26/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/23/2022 4:56:58 PM,
1286,5/30/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/26/2022 4:41:00 PM,
1299,5/30/2022 3:00:00 PM,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/30/2022 10:31:12 AM,
1314,06/08/2022 13:00,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/30/2022 10:24:22 PM,
1321,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/31/2022 2:32:23 PM,
1322,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),5/31/2022 3:19:18 PM,
1393,06/08/2022 13:00,N,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),06/01/2022 14:10,
1418,06/08/2022 13:00,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),06/03/2022 10:36,
1419,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),06/03/2022 10:53,
1423,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),06/05/2022 21:46,
1424,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),06/06/2022 10:28,
1425,06/06/2022 13:30,G,ENGLISH-SPANISH BILINGUALS: Interactions of first and second language (SOTOGARCIA-0122),06/06/2022 12:40,
107,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
108,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
109,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
110,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
111,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
112,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
113,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
114,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
115,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
116,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
117,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
118,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
119,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
120,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
121,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
122,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
124,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
125,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
126,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
127,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
128,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
129,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
130,1/20/2020 10:00:00 AM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:26,
131,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
132,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
133,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
134,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
135,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
136,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
137,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
138,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
139,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
140,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
141,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
143,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
144,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
145,1/20/2020 2:30:00 PM,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 21:53,
146,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
147,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
148,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
149,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
150,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
151,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
152,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
153,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
154,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
155,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
156,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
157,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
158,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
159,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
160,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
161,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
162,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
163,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
164,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
165,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
166,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
167,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
168,02/10/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:22,
169,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
170,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
171,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
172,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
173,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
174,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
175,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
176,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
177,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
178,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
179,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
180,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
181,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
182,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
183,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
184,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
185,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
186,02/10/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:34,
187,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
188,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
189,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
190,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
191,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
192,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
193,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
194,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
195,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
196,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
197,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
198,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
199,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
200,02/10/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/03/2022 23:46,
201,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
202,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
203,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
204,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
205,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
206,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
207,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
208,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
209,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
210,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
211,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
212,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
213,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
214,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
215,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
216,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
217,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
218,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
219,02/12/2020 10:00,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:03,
220,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
221,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
222,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
223,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
224,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
225,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
226,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
227,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
228,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
229,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
230,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
231,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
232,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
233,02/12/2020 12:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 0:20,
234,02/12/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 16:31,
235,02/12/2020 14:30,G,HUGHES_KHAN_MENGEL - MENGEL1219A,04/04/2022 16:31,
