id_code,start_time,end_time,duration,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
7861,10/05/2022 23:04,10/05/2022 23:07,3,I agree,Student,[Decline to Answer],Male,From a friend,2000,Neither,Poland,[Decline to Answer],Polish,"Single, not living with partner",No religion,[Decline to Answer],Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Computer Science & Electronic Engineering
7876,25/03/2022 20:16,25/03/2022 20:18,2,I agree,Student,[Decline to Answer],Female,From an instructor,1982,British citizen,I don't hold another citizenship,[Decline to Answer],English,Married,[Decline to Answer],[Decline to Answer],[Decline to Answer],Yes,[Decline to Answer],[Decline to Answer],Only online,2019,Undergraduate Degree (e.g. BA/BSc),Psychology
7882,29/03/2022 15:38,29/03/2022 15:40,2,I agree,Student,[Decline to Answer],Female,Fresher's Fair,2001,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, not living with partner",Other,East of England,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Government
7906,01/06/2022 15:36,01/06/2022 15:44,8,I agree,Student,DIAPE12907,Male,From an instructor,1999,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South West,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Psychology
7930,25/03/2022 21:20,25/03/2022 21:22,2,I agree,Student,DEVCI13106,Female,Mailout,2001,Neither,Croatia,[Decline to Answer],Croatian,"Single, not living with partner",No religion,Not from the UK,Not currently employed,No,"Below £10, 00","Below £10, 00",[Decline to Answer],2019,Undergraduate Degree (e.g. BA/BSc),Psychology
8014,23/05/2022 18:00,23/05/2022 18:02,2,I agree,Student,WARDI33003,Male,[Decline to Answer],2000,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Other,South East,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Philosophy
8095,07/06/2022 10:58,07/06/2022 11:00,2,I agree,Neither,DOGAR-71801,Male,[Decline to Answer],1998,Neither,Pakistan,Native / bilingual proficiency,English,"Single, not living with partner",Islam,East of England,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Government
8173,31/05/2022 2:41,31/05/2022 2:44,3,I agree,Student,KNIGH81002,Male,From a friend,2000,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",[Decline to Answer],East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2018,Master's Degree (e.g. MA/MSc/MRes),Computer Science & Electronic Engineering
8236,07/04/2022 4:19,07/04/2022 4:36,17,I agree,Student,PICON83105,Female,Fresher's Fair,Third Year,Permanent resident in the UK,Spain,Native / bilingual proficiency,Spanish,"Single, not living with partner",No religion,East of England,Not currently employed,No,"Below £10, 00",Prefer not to answer,Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Government
8284,21/04/2022 17:48,21/04/2022 17:51,3,I agree,Student,GAMBA82004,Female,Fresher's Fair,2000,Permanent resident in the UK,Italy,Full professional proficiency,Italian,"Single, not living with partner",Christianity,East of England,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Essex Business School
8317,25/03/2022 15:08,25/03/2022 15:10,2,I agree,Student,MUHAM91909,Female,Other,1999,Neither,Singapore,Native / bilingual proficiency,English,"Single, not living with partner",Islam,Not from the UK,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),History
8347,04/04/2022 21:29,04/04/2022 21:36,7,I agree,Student,PRID = ELMAZ31001,Female,From a friend,2000,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,East Midlands,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Biological Sciences
8458,25/03/2022 15:25,25/03/2022 15:27,2,I agree,Staff member,OLLEY00102,Male,Leaflet,1991,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,[Decline to Answer],East of England,Employed full-time,Yes,"£20, 001 to £30, 000","£30, 001 to £40, 000",Online and lab based,[Decline to Answer],Not a student,Other
8497,25/03/2022 15:28,25/03/2022 15:32,4,I agree,Student,[Decline to Answer],Prefer not to say,Other,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,[Decline to Answer],[Decline to Answer],East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),"Literature, Film & Theatre Studies"
8524,13/06/2022 5:08,13/06/2022 5:17,9,I agree,Student,AKUMA51906,Male,From a friend,1999,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,London,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Government
8563,06/04/2022 18:03,06/04/2022 18:08,5,I agree,Student,OVERS59007,Other,From a friend,2000,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Buddhism,London,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),"Literature, Film & Theatre Studies"
8587,25/03/2022 15:24,25/03/2022 15:27,3,I agree,Student,KURAN59908,Male,Mailout,1999,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Government
8599,02/06/2022 19:16,02/06/2022 19:19,3,I agree,Student,[Decline to Answer],Female,Other,2000,Permanent resident in the UK,Spain,No proficiency,Spanish,"Single, living with partner",No religion,Not from the UK,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Psychoanalytic Studies
8614,21/04/2022 18:47,21/04/2022 18:51,4,I agree,Student,WEERA65908,Female,Mailout,1999,Permanent resident in the UK,I don't hold another citizenship,Full professional proficiency,English,"Single, not living with partner",Christianity,East of England,Employed part-time,No,"Below £10, 00","£40, 001 to £50, 000",Only online,Final year,Undergraduate Degree (e.g. BA/BSc),Biological Sciences
8638,26/03/2022 14:27,26/03/2022 14:29,2,I agree,Student,[Decline to Answer],Male,[Decline to Answer],2000,British citizen,I don't hold another citizenship,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Online and lab based,[Decline to Answer],Undergraduate Degree (e.g. BA/BSc),Essex Business School
8647,06/06/2022 13:54,06/06/2022 13:56,2,I agree,Staff member,BODSW49006,Female,Other,1980,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,Christianity,East of England,Employed part-time,Yes,[Decline to Answer],[Decline to Answer],Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
8656,25/03/2022 15:10,25/03/2022 15:12,2,I agree,Student,HODGK50907,Male,From a friend,1999,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, living with partner",No religion,East of England,Employed part-time,No,"£10, 001 to £20, 000","£20, 001 to £30, 000",Only online,2021,Master's Degree (e.g. MA/MSc/MRes),Sociology
8677,25/03/2022 15:11,25/03/2022 15:14,3,I agree,Student,DENAR14904,Female,Mailout,1999,Neither,Italy,Native / bilingual proficiency,Italian,"Single, not living with partner",Christianity,Not from the UK,Not currently employed,No,"Below £10, 00","Above £50, 001",Only online,2019,Undergraduate Degree (e.g. BA/BSc),Psychology
8761,25/03/2022 15:09,25/03/2022 15:15,6,I agree,Student,ABDUL06008,Female,Mailout,2000,Neither,Ghana,Native / bilingual proficiency,English,"Single, not living with partner",Islam,Not from the UK,Employed part-time,No,"Below £10, 00","Below £10, 00",Only online,2019,Undergraduate Degree (e.g. BA/BSc),Economics
8767,25/03/2022 15:22,25/03/2022 15:25,3,I agree,Student,ADETO84102,Male,Mailout,2001,British citizen,Nigeria,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Economics
8812,25/03/2022 15:17,25/03/2022 15:21,4,I agree,Student,SHIVA23004,Female,Other,2000,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Hinduism,London,Employed part-time,No,"Below £10, 00",[Decline to Answer],Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Computer Science & Electronic Engineering
8854,28/03/2022 1:01,28/03/2022 1:05,4,I agree,Student,GEORG45106,Female,From a friend,2001,Neither,Cyprus,Full professional proficiency,Greek,[Decline to Answer],[Decline to Answer],[Decline to Answer],Not currently employed,[Decline to Answer],[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Law
8890,10/05/2022 22:23,10/05/2022 22:26,3,I agree,Neither,[Decline to Answer],Female,Other,India,Neither,India,Full professional proficiency,Hindi,"Single, not living with partner",Hinduism,Yokshire and the Humber,Employed full-time,No,"£30, 001 to £40, 000","£30, 001 to £40, 000",Only online,[Decline to Answer],Master's Degree (e.g. MA/MSc/MRes),Computer Science & Electronic Engineering
8923,09/06/2022 15:03,09/06/2022 15:06,3,I agree,Student,BALAM58006,Male,Mailout,1990,Permanent resident in the UK,Greece,Full professional proficiency,Greek,"Single, not living with partner",No religion,London,Employed full-time,No,"£20, 001 to £30, 000","£30, 001 to £40, 000",Online and lab based,2019,PhD,Economics
8944,25/03/2022 17:39,25/03/2022 17:48,9,I agree,Student,BROWN11136,Female,Mailout,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",No religion,London,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Psychology
8950,30/03/2022 14:34,30/03/2022 14:38,4,I agree,Student,SZABO64102,Female,Mailout,2001,Neither,Romania,Native / bilingual proficiency,Romanian,"Single, not living with partner",Christianity,Not from the UK,Not currently employed,No,Prefer not to answer,"£10, 001 to £20, 000",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Other
8959,31/05/2022 16:21,31/05/2022 16:22,1,I agree,Student,[Decline to Answer],Female,Mailout,1999,Permanent resident in the UK,Slovakia,Native / bilingual proficiency,[Decline to Answer],"Single, living with partner",[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
8971,06/04/2022 16:11,06/04/2022 16:14,3,I agree,Student,GURUN07208,Female,Fresher's Fair,2002,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,London,[Decline to Answer],No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),"Literature, Film & Theatre Studies"
8992,05/05/2022 19:54,05/05/2022 19:57,3,I agree,Student,MAYJA91105,Other,Mailout,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",[Decline to Answer],London,[Decline to Answer],No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Biological Sciences
8998,25/03/2022 15:39,25/03/2022 15:43,4,I agree,Staff member,[Decline to Answer],Female,Other,1971,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,East of England,Employed full-time,Yes,"£20, 001 to £30, 000","Above £50, 001",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9001,26/03/2022 8:05,26/03/2022 8:08,3,I agree,Neither,[Decline to Answer],Male,Other,1972,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",No religion,East of England,Employed full-time,No,"£30, 001 to £40, 000","£40, 001 to £50, 000",Only online,[Decline to Answer],Not a student,Not an Essex university student
9022,28/03/2022 12:48,28/03/2022 12:51,3,I agree,Staff member,BOOTH26802,Female,Mailout,1978,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,East of England,Employed full-time,Yes,"£40, 001 to £50, 000","Above £50, 001",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9031,25/03/2022 16:00,25/03/2022 16:05,5,I agree,Staff member,PASSI63603,Female,From a friend,1966,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,East of England,Employed part-time,Yes,[Decline to Answer],[Decline to Answer],Online and lab based,NA,Not a student,Not an Essex university student
9037,28/03/2022 10:32,28/03/2022 10:35,3,I agree,Staff member,LOCKE04709,Female,Other,1977,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,East of England,Employed full-time,Yes,"£40, 001 to £50, 000","Above £50, 001",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9040,23/05/2022 13:52,23/05/2022 13:54,2,I agree,Staff member,JACKS05209,Female,[Decline to Answer],1982,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,South East,Employed part-time,Yes,"£20, 001 to £30, 000","£20, 001 to £30, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9046,26/03/2022 7:52,26/03/2022 7:56,4,I agree,Staff member,[Decline to Answer],Female,Mailout,1960,British citizen,I don't hold another citizenship,[Decline to Answer],English,Married,Christianity,East of England,Employed part-time,No,"£30, 001 to £40, 000","£40, 001 to £50, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9049,25/03/2022 15:16,25/03/2022 15:18,2,I agree,Staff member,[Decline to Answer],Male,Mailout,1980,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,Yokshire and the Humber,Employed full-time,No,"£40, 001 to £50, 000","£40, 001 to £50, 000",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9076,25/03/2022 15:14,25/03/2022 15:17,3,I agree,Staff member,EVANS22201,Female,Mailout,1962,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,[Decline to Answer],No religion,East of England,Employed full-time,Yes,[Decline to Answer],[Decline to Answer],Online and lab based,NOT A STUDENT,Not a student,Not an Essex university student
9085,28/03/2022 12:54,28/03/2022 12:59,5,I agree,Staff member,OLIVE91209,Female,From a friend,1972,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,[Decline to Answer],East of England,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,N/A,Not a student,Not an Essex university student
9088,26/03/2022 0:28,26/03/2022 0:33,5,I agree,Neither,[Decline to Answer],Male,Leaflet,1961,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Divorced,No religion,East of England,Not currently employed,No,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,[Decline to Answer],Not a student,[Decline to Answer]
9103,06/04/2022 11:04,06/04/2022 11:06,2,I agree,Staff member,[Decline to Answer],Male,Mailout,1965,British citizen,I don't hold another citizenship,Professional working proficiency,English,Married,Christianity,East of England,Employed full-time,Yes,"£40, 001 to £50, 000","£40, 001 to £50, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9106,25/03/2022 15:04,25/03/2022 15:05,1,I agree,Neither,[Decline to Answer],Male,Other,1983,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Divorced,No religion,East of England,Employed full-time,Yes,"Above £50, 001","Above £50, 001",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9115,25/03/2022 15:25,25/03/2022 15:31,6,I agree,Neither,[Decline to Answer],Male,From a friend,1938,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,East of England,Retired,No,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9118,27/03/2022 18:33,27/03/2022 18:36,3,I agree,Neither,[Decline to Answer],Female,Mailout,1992,British citizen,I don't hold another citizenship,No proficiency,English,Married,No religion,East of England,Not currently employed,Yes,"Below £10, 00","£30, 001 to £40, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9133,06/04/2022 10:03,06/04/2022 10:05,2,I agree,Neither,[Decline to Answer],Female,From a friend,1979,British citizen,I don't hold another citizenship,Full professional proficiency,English,Married,No religion,East of England,Retired,Yes,"£20, 001 to £30, 000","Below £10, 00",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9145,25/03/2022 15:46,25/03/2022 16:00,14,I agree,Neither,[Decline to Answer],Female,Other,1946,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,Christianity,East of England,Retired,Yes,[Decline to Answer],[Decline to Answer],Online and lab based,[Decline to Answer],Not a student,[Decline to Answer]
9148,25/03/2022 16:35,25/03/2022 16:40,5,I agree,Staff member,MCKEE11108,Female,Mailout,1971,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",[Decline to Answer],East of England,Employed full-time,No,"£10, 001 to £20, 000",[Decline to Answer],Online and lab based,"Not a student now, but studied at Essex from 1989-1992 and 1999-2001",Not a student,Not an Essex university student
9154,26/03/2022 22:37,26/03/2022 22:39,2,I agree,Neither,[Decline to Answer],Female,From a friend,1982,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",Christianity,East of England,Not currently employed,Yes,"Below £10, 00","£20, 001 to £30, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9313,05/05/2022 19:31,05/05/2022 19:34,3,I agree,Student,SANCH77708,Female,Other,07/07/1997,Permanent resident in the UK,Spain,Native / bilingual proficiency,Spanish,"Single, not living with partner",No religion,East of England,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2015,Master's Degree (e.g. MA/MSc/MRes),Psychology
9334,05/07/2022 21:19,05/07/2022 21:24,5,I agree,Neither,[Decline to Answer],Female,Other,1972,British citizen,I don't hold another citizenship,Elementary proficiency,English,Married,Christianity,East of England,Not currently employed,Yes,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9337,05/07/2022 21:23,05/07/2022 21:26,3,I agree,Neither,[Decline to Answer],Male,Mailout,1981,British citizen,I don't hold another citizenship,[Decline to Answer],English,Married,Christianity,East of England,Not currently employed,Yes,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,[Decline to Answer],Not a student,[Decline to Answer]
9442,26/03/2022 1:34,26/03/2022 1:38,4,I agree,Staff member,[Decline to Answer],Male,From a friend,1986,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South East,Employed full-time,No,"£20, 001 to £30, 000","£20, 001 to £30, 000",Online and lab based,[Decline to Answer],Not a student,[Decline to Answer]
9466,25/03/2022 20:46,25/03/2022 20:59,13,I agree,Neither,Cant find my PRID.  I have been an invigilator with the Exams team,Female,From a friend,1950,Neither,I don't hold another citizenship,Native / bilingual proficiency,English,Divorced,No religion,East of England,Retired,Yes,"£10, 001 to £20, 000","£40, 001 to £50, 000",Online and lab based,not a student,Not a student,Not an Essex university student
9472,25/03/2022 15:29,25/03/2022 15:33,4,I agree,Staff member,EVERI74907,Male,Mailout,1979,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,East of England,Employed full-time,Yes,"£40, 001 to £50, 000","Above £50, 001",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9478,25/03/2022 15:26,25/03/2022 15:28,2,I agree,Staff member,[Decline to Answer],Male,Mailout,1988,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, living with partner",No religion,East of England,Employed full-time,No,"£30, 001 to £40, 000","£40, 001 to £50, 000",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9523,28/03/2022 9:24,28/03/2022 9:27,3,I agree,Staff member,PREST33707,Male,Other,1997,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",No religion,East of England,Employed full-time,No,"£20, 001 to £30, 000","£30, 001 to £40, 000",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9763,16/04/2022 11:09,16/04/2022 11:11,2,I agree,Neither,[Decline to Answer],Male,Other,1982,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South East,Employed full-time,No,"£20, 001 to £30, 000","£20, 001 to £30, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
9772,28/04/2022 19:33,28/04/2022 19:37,4,I agree,Student,DUMIT56608,Female,Mailout,1996,Neither,Romania,Full professional proficiency,Romanian,"Single, not living with partner",No religion,South East,Not currently employed,No,"£10, 001 to £20, 000","£10, 001 to £20, 000",Only online,2015,PhD,Biological Sciences
9796,01/06/2022 17:13,01/06/2022 17:16,3,I agree,Staff member,Cherr54409,Female,From a friend,1964,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,South East,Employed part-time,Yes,[Decline to Answer],[Decline to Answer],Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
9811,21/04/2022 18:57,21/04/2022 18:59,2,I agree,Student,KARAM01801,Female,Other,1998,Permanent resident in the UK,Greece,Full professional proficiency,Greek,"Single, not living with partner",[Decline to Answer],[Decline to Answer],Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Law
9820,06/04/2022 19:54,06/04/2022 19:58,4,I agree,Student,[Decline to Answer],Female,Fresher's Fair,1977,Permanent resident in the UK,Italy,Professional working proficiency,Italian,"Single, living with partner",No religion,London,Employed part-time,No,"£10, 001 to £20, 000",[Decline to Answer],Online and lab based,2016,PhD,Psychoanalytic Studies
9871,21/04/2022 16:47,21/04/2022 16:48,1,I agree,Neither,na,Female,Mailout,1972,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,Christianity,East of England,Employed part-time,Yes,Prefer not to answer,Prefer not to answer,Only online,na,[Decline to Answer],[Decline to Answer]
9934,06/04/2022 16:05,06/04/2022 16:07,2,I agree,Staff member,CAINC36807,Female,Other,1998,British citizen,United States,Native / bilingual proficiency,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],No,[Decline to Answer],[Decline to Answer],Online and lab based,2016,Undergraduate Degree (e.g. BA/BSc),"Literature, Film & Theatre Studies"
9967,19/05/2022 16:20,19/05/2022 16:21,1,I agree,Student,ROGER49404,Female,Other,1994,Neither,Canada,Native / bilingual proficiency,English,"Single, not living with partner",No religion,East of England,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
9970,01/06/2022 15:39,01/06/2022 15:41,2,I agree,Student,DEROG06908,Male,[Decline to Answer],1999,Neither,Italy,Full professional proficiency,Italian,"Single, not living with partner",Christianity,East of England,Employed part-time,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
9976,22/06/2022 18:45,22/06/2022 18:49,4,I agree,Student,FICCO80006,Female,Other,2000,Neither,Italy,Native / bilingual proficiency,Italian,"Single, not living with partner",No religion,London,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Language & Linguistics
9982,25/03/2022 15:13,25/03/2022 15:15,2,I agree,Student,BROML63100,Female,Other,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,London,Not currently employed,No,"Below £10, 00","£30, 001 to £40, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Psychology
9985,25/03/2022 15:21,25/03/2022 15:23,2,I agree,Student,BUSTO80108,Male,Mailout,1991,Neither,Spain,Full professional proficiency,Spanish,Married,Other,Not from the UK,Employed part-time,No,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,2020,PhD,Language & Linguistics
9991,26/04/2022 19:42,26/04/2022 19:44,2,I agree,Student,DASSA99109,Female,Leaflet,2001,Neither,India,Full professional proficiency,Bengali,"Single, not living with partner",Hinduism,Not from the UK,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Sociology
10009,06/04/2022 12:17,06/04/2022 12:23,6,I agree,Student,TRUJI96708,Male,Mailout,1997,Neither,Mexico,Full professional proficiency,Spanish,"Single, not living with partner",Christianity,[Decline to Answer],Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Mathematical Sciences
10027,11/05/2022 15:23,11/05/2022 15:25,2,I agree,Student,1903075,Male,From a friend,2001,Neither,Russian Federation,Native / bilingual proficiency,Russian,[Decline to Answer],No religion,Not from the UK,Employed part-time,No,"Below £10, 00","Above £50, 001",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Economics
10042,21/04/2022 16:46,21/04/2022 16:48,2,I agree,Student,MORGA02211,Male,Other,2002,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Other,West Midlands,Not currently employed,No,"Below £10, 00",[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Government
10069,05/07/2022 18:05,05/07/2022 18:09,4,I agree,Student,ZENGQ49400,Male,Mailout,1994,Neither,China,Limited working proficiency,Mandarin Chinese,"Single, not living with partner",No religion,South East,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2019,PhD,Economics
10072,29/03/2022 13:34,29/03/2022 13:38,4,I agree,Student,KOLAR72707,Female,Other,1997,Permanent resident in the UK,Serbia,Full professional proficiency,[Decline to Answer],"Single, not living with partner",Christianity,Not from the UK,Not currently employed,No,"Below £10, 00",[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Other
10075,08/06/2022 18:32,08/06/2022 18:34,2,I agree,Student,DELIA91502,Male,Mailout,1995,Neither,Argentina,Full professional proficiency,Spanish,"Single, not living with partner",Christianity,South East,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
10078,21/04/2022 17:51,21/04/2022 17:55,4,I agree,Student,FARIN40305,Female,From a friend,1993,Neither,Nigeria,Full professional proficiency,Nigerian,Married,Christianity,East of England,Not currently employed,No,"£10, 001 to £20, 000","£20, 001 to £30, 000",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Mathematical Sciences
10093,28/03/2022 17:59,28/03/2022 18:01,2,I agree,Student,DAWKI66103,Female,From a friend,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",[Decline to Answer],London,Not currently employed,No,"Below £10, 00","£20, 001 to £30, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Psychology
10096,27/03/2022 17:53,27/03/2022 17:56,3,I agree,Student,MILLE42205,Female,From a friend,2002,Neither,France,Professional working proficiency,French,"Single, not living with partner",Christianity,Not from the UK,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Law
10105,06/04/2022 10:32,06/04/2022 10:37,5,I agree,Student,GOLEB98002,Female,Fresher's Fair,2000,Neither,Poland,Full professional proficiency,Polish,"Single, not living with partner",No religion,South East,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Computer Science & Electronic Engineering
